Palaeophyllophora,Palaeophyllophora quercyi,33.9,37.2
Vespertiliavus,Vespertiliavus gracilis,33.9,37.2
Stehlinia,Stehlinia gracilis,33.9,37.2
Hipposideros,Hipposideros morloti,33.9,38
Hipposideros,Hipposideros schlosseri,33.9,38
Rhinolophus,Rhinolophus priscus,33.9,38
Palaeophyllophora,Palaeophyllophora oltina,33.9,38
Hipposideros,Hipposideros morloti,33.9,38
Hipposideros,Hipposideros schlosseri,33.9,38
Rhinolophus,Rhinolophus priscus,33.9,38
Plecotus,Plecotus auritus,0.126,0.781
Vespertilio,Vespertilio murinus,0.126,0.781
Archerops,Archerops annectens,11.608,15.97
Cambaya,Cambaya complexus,47.8,56
Jaegeria,Jaegeria cambayensis,47.8,56
Shanwangia,Shanwangia unexpectata,11.608,15.97
Lophostoma,Lophostoma silvicolum,0.0117,0.126
Trachops,Trachops cirrhosus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Antrozous,Antrozous pallidus,0,0.0117
Eumops,Eumops perotis,0,0.0117
Eptesicus,Eptesicus fuscus,0,0.0117
Myotis,Myotis austroriparius,0.0117,0.126
Megaderma,Megaderma vireti,8.7,9.7
Rhinolophus,Rhinolophus grivensis,8.7,9.7
Rhinolophus,Rhinolophus delphinensis,9.7,11.1
Rhinolophus,Rhinolophus grivensis,9.7,11.1
Noctilio,Noctilio lacrimaelunaris,7.246,11.62
Megaderma,Megaderma vireti,7.75,8.7
Rhinolophus,Rhinolophus delphinensis,7.75,8.7
Rhinolophus,Rhinolophus grivensis,7.75,8.7
Myotis,Myotis boyeri,7.75,8.7
Megaderma,Megaderma vireti,4.9,7.246
Rhinolophus,Rhinolophus delphinensis,4.9,7.246
Myotis,Myotis boyeri,4.9,7.246
Rhinolophus,Rhinolophus ferrumequinum,0.781,2.588
Myotis,Myotis myotis,0.126,0.781
Rhinolophus,Rhinolophus ferrumequinum,0.126,0.781
Rhinolophus,Rhinolophus euryale,0.126,0.781
Megaderma,Megaderma lugdunensis,12.75,13.65
Miniopterus,Miniopterus fossilis,12.75,13.65
Paleptesicus,Paleptesicus priscus,12.75,13.65
Rhinolophus,Rhinolophus delphinensis,12.75,13.65
Rhinolophus,Rhinolophus grivensis,12.75,13.65
Tadarida,Tadarida leptognatha,12.75,13.65
Tadarida,Tadarida engesseri,12.75,13.65
Megaderma,Megaderma franconica,16.9,20
Eptesicus,Eptesicus aurelianensis,16.9,20
Rhinolophus,Rhinolophus dehmi,16.9,20
Miostrellus,Miostrellus risgoviensis,12.75,13.65
Eptesicus,Eptesicus aurelianensis,15.97,16.9
Eumops,Eumops perotis,0,0.0117
Antrozous,Antrozous pallidus,0,0.126
Balantiopteryx,Balantiopteryx io,0.0117,0.126
Leptonycteris,Leptonycteris nivalis,0.0117,0.126
Artibeus,Artibeus jamaicensis,0.0117,0.126
Tadarida,Tadarida brasiliensis,0.0117,0.126
Tadarida,Tadarida laticaudata,0.0117,0.126
Tadarida,Tadarida aurispinosa,0.0117,0.126
Eumops,Eumops perotis,0.0117,0.126
Chrotopterus,Chrotopterus auritus,0,0.126
Desmodus,Desmodus rotundus,0,0.126
Desmodus,Desmodus draculae,0,0.126
Tadarida,Tadarida brasiliensis,0,0.126
Eumops,Eumops perotis,0,0.0117
Desmodus,Desmodus rotundus,0.0117,0.126
Plecotus,Plecotus tetralophodon,0.0117,0.126
Icaronycteris,Icaronycteris sigei,47.8,56
Archaeonycteris,Archaeonycteris storchi,47.8,56
Eptesicus,Eptesicus praeglacialis,0.781,2.588
Plecotus,Plecotus crassidens,0.781,2.588
Eptesicus,Eptesicus fuscus,0.0117,2.588
Eumops,Eumops glaucinus,0.0117,0.126
Myotis,Myotis lucifugus,0.0117,0.126
Myotis,Myotis velifer,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Myotis,Myotis velifer,0,0.0117
Pipistrellus,Pipistrellus hesperus,0,0.0117
Antrozous,Antrozous pallidus,0,0.0117
Tadarida,Tadarida brasiliensis,0,0.0117
Desmodus,Desmodus stocki,0.0117,0.126
Myotis,Myotis thysanodes,0.0117,0.126
Tachypteron,Tachypteron franzeni,40.4,48.6
Myotis,Myotis velifer,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Tadarida,Tadarida brasiliensis,0.0117,0.126
Desmodus,Desmodus stocki,0.0117,0.126
Myotis,Myotis lucifugus,0.0117,0.126
Myotis,Myotis velifer,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Tadarida,Tadarida brasiliensis,0.0117,0.126
Cubanycteris,Cubanycteris silvai,0.0117,0.126
Artibeus,Artibeus jamaicensis,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Lasiurus,Lasiurus borealis,0.0117,0.126
Lasiurus,Lasiurus intermedius,0.0117,0.126
Onychonycteris,Onychonycteris finneyi,50.3,55.8
Myotis,Myotis grisescens,0.0117,2.588
Myotis,Myotis grisescens,0,2.588
Myotis,Myotis grisescens,0,2.588
Myotis,Myotis keenii,0.0117,2.588
Pipistrellus,Pipistrellus subflavus,0,2.588
Eptesicus,Eptesicus fuscus,0,2.588
Myotis,Myotis grisescens,0.3,1.8
Myotis,Myotis lucifugus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Nycticeius,Nycticeius humeralis,0.0117,0.126
Tanzanycteris,Tanzanycteris mannardi,41.3,47.8
Archaeopteropus,Archaeopteropus transiens,28.4,33.9
Tadarida,Tadarida rusingae,15.97,20.44
Xenorhinos,Xenorhinos halli,15.97,23.03
Brevipalatus,Brevipalatus mcculloughi,15.97,23.03
Riversleigha,Riversleigha williamsi,15.97,23.03
Philisis,Philisis sphingis,28.1,33.9
Witwatia,Witwatia schlosseri,33.9,38
Witwatia,Witwatia eremicus,33.9,38
Qarunycteris,Qarunycteris moerisae,33.9,38
Dhofarella,Dhofarella sigei,28.1,33.9
Saharaderma,Saharaderma pseudovampyrus,28.1,33.9
Khonsunycteris,Khonsunycteris aegypticus,28.1,33.9
Honrovits,Honrovits tsuwape,50.3,55.8
Icaronycteris,Icaronycteris menui,47.8,56
Archaeonycteris,Archaeonycteris brailloni,47.8,56
Ageina,Ageina tobieni,47.8,56
Icaronycteris,Icaronycteris menui,47.8,56
Archaeonycteris,Archaeonycteris brailloni,47.8,56
Rhinolophus,Rhinolophus ferrumequinum,0.0117,0.126
Phyllops,Phyllops silvai,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Myotis,Myotis thysanodes,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Lasionycteris,Lasionycteris noctivagans,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Plecotus,Plecotus townsendii,0,0.126
Antrozous,Antrozous pallidus,0,0.126
Antrozous,Antrozous pallidus,0,0.126
Pipistrellus,Pipistrellus subflavus,2.588,3.6
Lasiurus,Lasiurus borealis,2.588,3.6
Lasiurus,Lasiurus seminolus,2.588,3.6
Tadarida,Tadarida brasiliensis,0,0.0117
Rhinolophus,Rhinolophus ferrumequinum,0.0117,0.126
Rhinolophus,Rhinolophus ferrumequinum,0.0117,0.126
Plecotus,Plecotus auritus,0.0117,0.126
Myotis,Myotis lucifugus,0.0117,0.126
Myotis,Myotis keenii,0.0117,0.126
Myotis,Myotis grisescens,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Plecotus,Plecotus townsendii,0.0117,0.126
Lasiurus,Lasiurus borealis,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Myotis,Myotis lucifugus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Myotis,Myotis lucifugus,0,0.126
Eptesicus,Eptesicus fuscus,0,0.126
Eptesicus,Eptesicus fuscus,0.3,1.8
Lasionycteris,Lasionycteris noctivagans,0,0.126
Eptesicus,Eptesicus fuscus,0.126,0.781
Protonycteris,Protonycteris gunnelli,47.8,56
Hassianycteris,Hassianycteris kumari,47.8,56
Microchiropteryx,Microchiropteryx folieae,47.8,56
Myotis,Myotis keenii,0.0117,0.126
Myotis,Myotis lucifugus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Lasiurus,Lasiurus borealis,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Lasiurus,Lasiurus borealis,0.0117,0.126
Myotis,Myotis grisescens,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,2.588
Pipistrellus,Pipistrellus subflavus,0.0117,2.588
Lasiurus,Lasiurus borealis,0.0117,2.588
Tadarida,Tadarida brasiliensis,0.0117,2.588
Eptesicus,Eptesicus fuscus,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,2.588
Lasiurus,Lasiurus borealis,0.0117,2.588
Myotis,Myotis leibi,0.0117,2.588
Eptesicus,Eptesicus fuscus,0.0117,2.588
Pipistrellus,Pipistrellus subflavus,0.0117,2.588
Desmodus,Desmodus stocki,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.3,1.8
Pipistrellus,Pipistrellus subflavus,0.3,1.8
Plecotus,Plecotus alleganiensis,0.3,1.8
Desmodus,Desmodus stocki,0.0117,0.126
Rhinolophus,Rhinolophus yongyuthi,11.608,15.97
Hipposideros,Hipposideros felix,11.608,15.97
Rhizomops,Rhizomops mengraii,11.608,15.97
Notonycteris,Notonycteris magdalenensis,11.8,13.8
Dizzya,Dizzya exsultans,41.3,56
Noctilio,Noctilio lacrimaelunaris,6.8,9
Kiotomops,Kiotomops lopezi,11.8,13.8
Eptesicus,Eptesicus fuscus,0,0.0117
Tadarida,Tadarida brasiliensis,0,0.0117
Noctilio,Noctilio albiventris,15.5,16.3
Notonycteris,Notonycteris magdalenensis,15.5,16.3
Thyroptera,Thyroptera robusta,15.5,16.3
Potamops,Potamops mascahehenes,11.8,13.8
Notonycteris,Notonycteris magdalenensis,11.8,13.8
Notonycteris,Notonycteris sucharadeus,11.8,13.8
Notonycteris,Notonycteris sucharadeus,15.5,16.3
Palynephyllum,Palynephyllum antimaster,15.5,16.3
Thyroptera,Thyroptera lavali,15.5,16.3
Desmodus,Desmodus archaeodaptes,0.3,1.8
Desmodus,Desmodus draculae,0.781,2.588
Chrotopterus,Chrotopterus auritus,0,2.588
Myotis,Myotis austroriparius,0.0117,0.126
Eptesicus,Eptesicus fuscus,0.0117,0.126
Nycticeius,Nycticeius humeralis,0.0117,0.126
Myotis,Myotis austroriparius,0.0117,0.126
Myotis,Myotis grisescens,0.0117,0.126
Lasiurus,Lasiurus intermedius,0.0117,0.126
Pipistrellus,Pipistrellus subflavus,0.0117,0.126
Antrozous,Antrozous pallidus,0.0117,0.126
Dhofarella,Dhofarella thaleri,28.4,33.9
Chibanycteris,Chibanycteris herberti,28.4,33.9
Hipposideros,Hipposideros omani,28.4,33.9
Rhinolophus,Rhinolophus euryale,2.588,5.333
Eptesicus,Eptesicus campanensis,9.7,11.1
Miostrellus,Miostrellus risgoviensis,9.7,11.1
Mystacina,Mystacina miocenalis,15.9,19
Mystacina,Mystacina miocenalis,15.9,19
Australonycteris,Australonycteris clarkae,47.8,56
Vampyravus,Vampyravus orientalis,28.1,33.9
Mormopterus,Mormopterus barrancae,17.5,21
Archaeopteropus,Archaeopteropus transiens,28.4,33.9
Macroderma,Macroderma koppa,3.6,5.333
Archaeonycteris,Archaeonycteris praecursor,48.6,55.8
Eppsinycteris,Eppsinycteris anglica,47.8,56
Hipposideros,Hipposideros bernardsigei,5.333,23.03
Miophyllorhina,Miophyllorhina riversleighensis,5.333,23.03
Riversleigha,Riversleigha williamsi,5.333,23.03
Macroderma,Macroderma koppa,3.6,5.333
Stehlinia,Stehlinia gracilis,38,41.3
Rhinolophus,Rhinolophus ferrumequinum,0.0117,2.588
Aegyptonycteris,Aegyptonycteris knightae,33.9,38
Vespertiliavus,Vespertiliavus gracilis,28.1,33.9
Palaeophyllophora,Palaeophyllophora quercyi,28.1,33.9
Hipposideros,Hipposideros schlosseri,28.1,33.9
Vaylatsia,Vaylatsia prisca,28.1,33.9
Hipposideros,Hipposideros schlosseri,28.4,37.2
Palaeophyllophora,Palaeophyllophora quercyi,28.4,37.2
Vaylatsia,Vaylatsia prisca,28.4,37.2
Vespertiliavus,Vespertiliavus gracilis,28.4,37.2
Stehlinia,Stehlinia gracilis,28.4,37.2
Stehlinia,Stehlinia gracilis,28.4,33.9
Stehlinia,Stehlinia bonisi,28.4,33.9
Vespertiliavus,Vespertiliavus gracilis,28.4,33.9
Hipposideros,Hipposideros morloti,28.4,33.9
Palaeophyllophora,Palaeophyllophora quercyi,28.4,33.9
Vaylatsia,Vaylatsia prisca,28.4,33.9
Mixopteryx,Mixopteryx dubia,28.4,33.9
Mixopteryx,Mixopteryx weithoferi,28.4,33.9
Hipposideros,Hipposideros schlosseri,33.9,38
Palaeophyllophora,Palaeophyllophora quercyi,33.9,38
Palaeophyllophora,Palaeophyllophora oltina,33.9,38
Rhinolophus,Rhinolophus priscus,33.9,38
Lapichiropteryx,Lapichiropteryx xiei,37.2,48.6
Vespertiliavus,Vespertiliavus lapradei,40.4,48.6
